,RPL23AP7,S100A8,TBC1D15,OAZ1,RAB27B,POLE2,DAPP1,CD180,GAPDH,VGLL1,RGS18,VCAN,FRMD4B,CD24,KLF9,RAB11A,P2RY12,BPI,PPBP,DEFA3,S100A9,PGLYRP1,MMP8,ENAH,ANXA3,CLCN3,SAMD9,CD160,LYPLAL1,NFATC2,AVPR1A
0,0.006466763441384249,0.18070818113986029,0.009453634186312546,0.11028288156248589,0.046229010070311195,0.000927317511471041,0.04706294868826056,0.0027826222735828866,0.11777371289248845,8.667517399511255e-05,0.2535172188119539,0.007529866734202709,0.017165278553044214,0.0003507609388180425,0.001434148233454097,0.030369521802789727,0.026522282218831895,0.00473206279812083,0.8959270241406462,0.09033801010156634,0.22765404378335283,0.0014487044277444628,0.0017742188506506419,0.0007190760891310367,4.0543598056295975e-05,0.024868657291483368,0.0039934369368709675,0.00042736107969737074,0.013073116312122024,0.004013908923186954,0.0008965660402048378
1,0.0015910775075936804,0.35042934671143894,0.005076152474474397,0.06633819937856299,0.023088128666488957,0.0015706248314394532,0.023175605959201265,0.002952633153705592,0.09378465712638505,4.749398069954155e-267,0.12755848365488498,0.003705349778340331,0.006577133090201169,0.000717229359025444,0.00022720844046961178,0.00931693222403869,0.003549041286307282,0.006476000080881209,0.7959882139237916,0.11113091535993241,0.4455994388402901,0.0021362483331438444,0.002333575719621773,0.002382376983348088,4.9807579842145584e-05,0.005661662393789855,0.0038615551019590814,0.00024800893353773277,0.003266685280478717,0.005004835097658759,0.0003543454023667168
2,0.0009224156782747372,0.2257954029137271,0.03311867133377472,0.023049914747116765,0.02307881934927934,0.0015124167917430452,0.06725964612234511,0.001036512045133785,0.064804609485421,4.71832906568473e-267,0.5713472176706026,0.004495664264363225,0.014432521511800996,0.0001820508068187136,0.00040831495185510364,0.009958591689549986,0.0017154102257220154,0.005663176834866927,0.6057498234091916,0.12180913537828449,0.47765936792341485,0.0024666348910413805,0.0004806489886268267,4.71832906568473e-267,0.00012386920454450997,0.012128003608400904,0.005933269657109425,4.71832906568473e-267,0.006609258212575181,0.004205821602980927,0.00035125164555459726
3,0.0003852158866899767,0.21553982819549827,0.011694078092909493,0.03478395552255466,0.021925228788330888,0.0010960536235982742,0.029309710390124585,0.0008259118202588739,0.05285180888393539,9.157520567121219e-05,0.21952386842353258,0.003564357725478947,0.011648544445562374,0.00017152094469350526,0.0004976531614140976,0.012318431840347059,0.00842308298257755,0.001567889393934094,0.8918848403384064,0.037089365740287344,0.3158570448425885,0.0005966607035021411,0.0004935678973229829,0.00019281080080828705,3.8969036681845406e-05,0.00958546336686236,0.0024574951714302754,7.51265208917737e-05,0.006049492419507236,0.0022056734572454837,0.0001185032045832678
4,0.0003721940067715169,0.27060102928537083,0.005257786690928474,0.02880069487482458,0.0072570711617124355,0.0009241673040585805,0.002984190149175571,0.00034253422913809497,0.05645804991280758,1.4426437532661474e-267,0.2925681129470844,0.003387802349709538,0.009405979282548667,3.720162730611146e-05,4.513457231699477e-05,0.02078551786354009,0.005364438647693524,0.0012649410067224049,0.8383641637348861,0.3468083734044005,0.044817584737289,0.0035631618302188863,0.0023730222023349437,0.0002045017901907007,9.492111485231338e-05,0.011397667672234293,0.0014045902751022297,5.906516604227371e-05,0.006246715706990973,0.0006203328651459228,0.0005880713575934938
5,0.006181407146393741,0.13619262487998376,0.010826237343874992,0.02231642984459734,0.03774158546300229,0.00019852689165063674,0.04553832516760422,0.0018411395517409345,0.03980866775465603,1.97038822149075e-267,0.3079050023021837,0.001765353764174484,0.009917044937174218,0.0008102072414776585,0.0010301037486477236,0.01698479622881831,0.009966922429167179,0.0016599579059986217,0.907876141451215,0.12603273063492232,0.18629718644591425,0.001520299021384773,0.000978809201979027,1.97038822149075e-267,0.0001227584305971079,0.013163544221210285,0.000805353943956412,1.97038822149075e-267,0.006631649570630154,0.0018822358394853028,0.001151765038079456
6,0.009225774498662052,0.5601706107560743,0.0010477073630481193,0.02981784367452014,0.00011688608728164688,0.0013097928353181325,6.738584046401318e-05,6.150881575055246e-267,0.11075084400547283,6.150881575055246e-267,0.2971038690248264,0.0006460220677008901,0.006247227994281163,0.00022963658225212338,6.150881575055246e-267,0.016795414988566987,0.0038669685415998255,0.0005480931698941221,0.12477878275880365,0.7502511001292725,0.009810295587089535,0.010968882226909157,0.01183082317941267,6.150881575055246e-267,0.00011401515142204316,0.007590124065912424,0.0002007900122756642,6.150881575055246e-267,0.0008717278655777975,0.0001941755396635067,6.150881575055246e-267
7,0.007324788245570324,0.3815033176517607,0.010964759376800031,0.08392146964702059,0.005809666057214975,0.003977943572985781,0.008229530668636647,0.0017760584966890296,0.15785532838931926,0.003043046241133842,0.4221756987663009,3.180270100713979e-266,0.01169972770553431,0.00034877435176710133,3.180270100713979e-266,0.014286037329876183,0.00633230308979542,0.005730745754946892,0.7290966818864786,0.22704326142950096,0.10776153843111626,0.0032600331693990224,0.0006148148118961098,0.0019407428966022855,3.180270100713979e-266,0.005180374243511061,0.015537121678687982,0.0011355540084435599,0.005826301623261397,0.010466465182279156,3.180270100713979e-266
8,0.0055823870905989765,0.0406709847962417,0.00015502823886721456,0.03960394981610281,0.026057287470150448,0.0004983125103417591,0.028108562166497573,0.00031794226338034513,0.046557554246260825,1.8677877855164873e-267,0.13069374654869703,0.000180317761831079,0.004834899339885837,7.73117071979004e-05,0.000419160485012381,0.02333796731805343,0.015115351677568478,0.000997653210338014,0.9840387305000354,0.023495545821593043,0.04607338846151848,9.696930179822183e-05,0.00016524358605998418,0.00017580339742808313,1.8677877855164873e-267,0.009052050958357961,0.0013804534496134578,1.8677877855164873e-267,0.01048634805632192,0.0010706674075881602,0.0003230408858202328
9,0.0008486609308149048,0.10190145735588828,0.00021105172833614194,0.027192013807459208,0.024690972767473573,0.0002691402112239939,0.012260157581416131,0.00029916989548228225,0.03931459568340698,2.4643622612658696e-267,0.10138687692230633,5.0112464283407554e-05,0.007311747955853901,0.00026523505060976313,0.0005496964774008985,0.016693480199283645,0.011443434860067504,0.001484665065393943,0.9785304999636939,0.06742184574238012,0.102683290469093,0.0001644893955189359,0.001058702776278141,7.815139719978393e-05,3.859602155357965e-05,0.009137828403709358,0.0007310800498133602,4.0828591976728924e-05,0.009325919696163776,0.0006669002436785607,0.00083851477035323
10,0.002138340924782552,0.18919803858137102,0.00042571380266313787,0.09556919291105354,0.057081728076769186,0.0017519520050530344,0.04718150994169093,0.0008944109645768539,0.10232904877496751,4.368545965952376e-05,0.27791509153937966,0.00034840047129271564,0.008995291530771771,0.00040066712134675497,0.000963468666889021,0.035060764611797024,0.029901856977320312,0.0011139740538776075,0.8828602591257897,0.04747027424250923,0.2277449967994958,0.0005883465028214479,0.001415889610574828,0.00035083579976759793,6.747045606391217e-05,0.012200958139701575,0.0020116685688746135,0.00017499807899616597,0.023215676313754808,0.0023950593388974615,0.001392424032481958
11,0.001631908968413412,0.4148506338693445,0.00017860185421316905,0.07092697159551227,0.010891103656856678,0.0016100544389841226,0.01588232988188783,0.001850615027886988,0.1279861780820719,0.0003216289623680981,0.08546545500852186,0.0003934743451795741,0.002890908228139597,0.0011593288254605394,0.0008836107769432834,0.02174923890156767,0.007868287205825518,0.006439218479292207,0.7291811326063729,0.22196375042275307,0.4644527152320877,0.0012242417526894742,0.0035553231903500526,0.0018465946120688904,1.7586012973275238e-266,0.005332545003910278,0.003429176557146007,0.00033389408160312974,0.007673582903089179,0.0031467630425716384,0.00015076840749353717
12,0.01012946065159169,0.014482522694103129,0.00029984788028166473,0.08610134233623291,0.05851116183778696,0.001000872078671344,0.04788393036833642,7.856405360876577e-05,0.07598484864170867,1.6518925156390538e-267,0.19891194211276544,3.011060941948746e-05,0.022354872325998865,5.51458661059822e-05,0.0011284115485511192,0.02913048281958245,0.020220825286589608,0.0004042887888668302,0.9642330195930388,0.012269762044902943,0.014014253251856868,0.0001085235088494046,0.0001289233009370455,1.6518925156390538e-267,1.6518925156390538e-267,0.020754296383598554,0.000717514174470497,1.6518925156390538e-267,0.010308559350905484,0.002297270328579677,0.0015644576062517016
13,0.0004993156303141195,0.6021842209049709,0.003277216191188052,0.047702216482660334,0.00203075224494713,0.00016747814640453583,0.006509125222395653,0.001202263550372152,0.08495685103566925,0.0001309039461039437,0.023359767717174355,0.0007661814844492429,0.0015973089161842498,0.0011881478574942452,0.0003644390827756027,0.0036221255389544895,0.0010068042547550496,0.014485406417493001,0.1129317900880605,0.42709544939636296,0.6558961778922422,0.0052083909467606675,0.005816860619068965,0.0008801846053564483,9.124995283575437e-05,0.0019494960317569168,0.003428469513446087,0.00014029653645093485,0.0017442099489999893,0.002045534153123194,0.00012126511422896788
14,0.002592182961537167,0.4014913361013354,0.010372348665723018,0.09624923840922857,0.022653870370390117,0.0008603194546241453,0.019741521151471243,0.005330868571729498,0.17200921248164192,1.6770919994667563e-266,0.1691020734582178,0.002741607542280305,0.008165727613818547,0.0010582512430518346,0.0019546301490922396,0.018358964068529743,0.00801632782583811,0.007742525437229396,0.7324492473745221,0.3009211549747796,0.26884996759620106,0.005743037098214482,0.002202851597416829,0.008253031569051408,1.6770919994667563e-266,0.007595660828585616,0.014220200325295952,1.6770919994667563e-266,0.004566566230175634,0.00719733856411443,0.0009610047555011706
15,0.0005649684855888855,0.4482991269138739,0.006147137525611245,0.07193200181599216,0.014908671816827845,0.0003845632551646124,0.018192909923936712,0.0005068978760417398,0.1066601960297685,1.6578543544224513e-267,0.1754407659493476,0.0031012897760310815,0.00623907209050851,0.0006226708206412506,0.0006013470477709719,0.010090760153246408,0.004293198613509793,0.003880882291068178,0.7200569598506766,0.2053983246103223,0.43484409247509004,0.004603326969784301,0.003290200846822754,0.0006909616572546608,0.0001210609245092596,0.009242921361933405,0.0028350543853006235,0.0001078486377020506,0.0034669573266272098,0.002165758094959374,0.0005670720093390981
16,0.0010123004356554412,0.5304296567901392,0.006241821274464547,0.07191343605920596,0.006098236425663828,7.77012987395522e-267,0.014202765575308142,0.0007494888545093519,0.1038140085753555,0.00015801106652176325,0.0506350598131405,0.0009941714423071296,0.005341823057638481,0.0006021431545491548,0.0008477735003855941,0.006133863703125532,0.002080997104256319,0.003936392998423408,0.2433274819611148,0.18068699833676177,0.778767121834056,0.004483432618770685,0.001525289515528152,0.003708358793349262,7.77012987395522e-267,0.0035014973613049236,0.005622856697430901,0.0009427807596885449,0.0035773175975547552,0.005694720366358363,0.0003923387462767846
17,0.0021364101520594753,0.20939115980249504,0.009510640132565546,0.039104918240599966,0.010387428792506053,0.0011007141427666755,0.030891106217568277,0.0019901401730994398,0.07932571710649289,9.68823976981995e-267,0.13029311401570373,0.00105741734522127,0.0047089993409028625,0.0004062697969002879,9.68823976981995e-267,0.01731381631157662,0.0016949129589639575,0.005498863008794152,0.9014235326415507,0.13721522172341924,0.3044269952905276,0.003777049941924162,0.006556935629258015,0.0021966536288986465,9.68823976981995e-267,0.008245054071345456,0.008725926321400046,9.68823976981995e-267,9.68823976981995e-267,0.006237587604567613,0.000844801759176445
18,0.0015432178848177704,0.1059979021576721,7.556580941905213e-05,0.060283373579592715,0.017611392873379747,0.0005036985329985961,0.021073623470564722,0.0006307271606039121,0.06134943190351454,1.2800517708946222e-266,0.0733552034670916,5.681835280402044e-07,0.003179113190214574,0.00035925828133247055,0.0008406813295230119,0.011193408198971374,0.008542351657466063,0.004936433380474657,0.9680178762223948,0.13410409098451742,0.12103184677770763,0.0008777611258366224,0.0007421238342085775,0.0011945987671077238,1.2800517708946222e-266,0.004652793463412915,0.0016862972193913731,0.00021398152780468697,0.005830688147657424,0.002491199802753352,0.00045215610444440717
19,0.0007114043867469709,0.6268639262356585,0.00015346926991898047,0.05990046336258551,0.0038715719347918094,0.00037503548637101406,0.010666073392427934,0.00023244621694696886,0.1299577677343938,2.43852886882702e-267,0.03748829939982289,0.0022438237067949015,0.006768382716507793,0.00019681004759636287,0.00046371685251831194,0.008304095152417913,0.002850295778387916,0.001603932755954679,0.2706509943448476,0.040063528632664096,0.7135620751805228,0.0020013357311125207,0.0009063762261045518,8.55913035657974e-05,0.00018377968374031167,0.0018085996624577706,0.007327463252935887,3.202845565003472e-05,0.002715991658960338,0.0007208383008649343,5.9193044796308373e-05
20,0.0035255941878349064,0.44099407639878463,0.00014439791457035358,0.0967866582298785,0.010202222029511317,0.0013673578534834975,0.012307727796577501,0.0008393395822614189,0.07250804033529307,1.85651993784102e-266,0.04328882451851423,0.0003459106739968885,0.002113249359142951,0.0006270694854814724,0.00045971651389746277,0.012835370593754558,0.005767990657136206,0.006652755500665845,0.7433282767874114,0.17641225154763415,0.45016399736413965,0.0024469563541600152,0.0044451311322361055,0.0009689090890031889,1.85651993784102e-266,0.0036095201182354047,0.004028039180679927,1.85651993784102e-266,0.004877901496794184,0.002491402788816654,0.0009087588847108417
21,0.0009260043881749695,0.4579371450677801,0.00012069816018177734,0.05689400653813202,0.005558819193153953,0.0007108032698823658,0.01985696930293992,0.00034508708893902395,0.06753946749058941,4.783468546115515e-267,0.08898439192483977,0.0009813777094529663,0.002765425779897806,0.000516158362516947,0.0005686857135102355,0.011937727826951787,0.005074628250968954,0.0066615880872007245,0.6996640579908896,0.18363570610798197,0.4986316619649626,0.001692464874622389,0.0014810801329022225,0.00037354073388500626,0.00016326670660689302,0.0037098071577882957,0.012948753008323833,4.783468546115515e-267,0.0038264061104088367,0.001492675544470875,0.00025986289128805657
22,0.0004428391365051386,0.48476861229184776,0.0002741285294398206,0.05131569959411594,0.009497647367462411,0.000983629373088037,0.02079223853308518,0.00025804929248123476,0.06800957537299242,2.5463898213150133e-266,0.10827920566488948,2.5463898213150133e-266,0.0033440518432949714,0.0003754791686883969,0.0005570771681013178,0.011274246306384616,0.003990000855710011,0.005241796606191183,0.6301714535125446,0.1653455358571392,0.5651442030945628,0.0026385299054362704,0.0013811806033227996,2.5463898213150133e-266,2.5463898213150133e-266,0.003583865060013518,0.004517413825571537,2.5463898213150133e-266,0.002646771025445236,0.0034526319373849707,0.0008124529858982318
23,0.0006425600756381032,0.5578137142605882,0.00023046711557959092,0.05184573729914566,0.014280669452886429,0.0005817030100245444,0.010119063189398165,0.00038927833173169263,0.08414982608326485,9.46973379251155e-267,0.14882206630758665,0.0006247108839928936,0.0066024255308501055,0.0004956699611260666,0.0005244854256181427,0.008252611620637479,0.0026022479328178627,0.002665519330317554,0.6068324864979744,0.23621389794991676,0.4792905268629347,0.003144644859441203,0.002130990814804704,0.000863640760943129,0.0002484601217835435,0.004078897429940451,0.004091754487510544,9.46973379251155e-267,0.003903067745888955,0.0007993041050891467,6.167779013909186e-09
24,0.0018115148475594234,0.7147779402911494,0.0001846663352458787,0.16744500961647438,0.004562573801657655,0.00083452463173261,0.004084460763171739,0.0005947840946871893,0.10931918620151011,6.6160147082130455e-267,0.2049815814023284,0.0013068676919741021,0.007705496076904374,0.00048319669944032724,0.00023856899460769632,0.02393062357138644,0.018986230831417858,0.004853649737394885,0.5752198456182945,0.17714217594334594,0.1630983162889585,0.008460983499134872,0.00247245342490232,0.0007650602853392592,0.00033445251842787496,0.010595137351892837,0.008854186477474553,0.00011510358496635334,0.0081240768619473,0.0019000288068939941,0.0007494795705714368
